TRADENO	TRADETIME	SECBOARD	SECCODE	PRICE	VOLUME	ACCRUEDINT	YIELD	VALUE
003422595392	090217	SPEQ	GAZP	214.2500000000	2900	0.00	0.00	621325.00
003422595393	090217	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595394	090217	SPEQ	GAZP	214.2500000000	1600	0.00	0.00	342800.00
003422595395	090217	SPEQ	GAZP	214.2500000000	3300	0.00	0.00	707025.00
003422595396	090217	SPEQ	GAZP	214.2500000000	6000	0.00	0.00	1285500.00
003422595397	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595398	090217	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595399	090217	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595400	090217	SPEQ	GAZP	214.2500000000	4000	0.00	0.00	857000.00
003422595401	090217	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595402	090217	SPEQ	GAZP	214.2500000000	2800	0.00	0.00	599900.00
003422595403	090217	SPEQ	GAZP	214.2500000000	2000	0.00	0.00	428500.00
003422595404	090217	SPEQ	GAZP	214.2500000000	2500	0.00	0.00	535625.00
003422595405	090217	SPEQ	GAZP	214.2500000000	26300	0.00	0.00	5634775.00
003422595406	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595407	090217	SPEQ	GAZP	214.2500000000	700	0.00	0.00	149975.00
003422595408	090217	SPEQ	GAZP	214.2500000000	15000	0.00	0.00	3213750.00
003422595409	090217	SPEQ	GAZP	214.2500000000	3900	0.00	0.00	835575.00
003422595410	090217	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595411	090217	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595412	090217	SPEQ	GAZP	214.2500000000	31500	0.00	0.00	6748875.00
003422595413	090217	SPEQ	GAZP	214.2500000000	4500	0.00	0.00	964125.00
003422595414	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595415	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595416	090217	SPEQ	GAZP	214.2500000000	600	0.00	0.00	128550.00
003422595417	090217	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595418	090217	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595419	090217	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595420	090217	SPEQ	GAZP	214.2500000000	700	0.00	0.00	149975.00
003422595421	090217	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595422	090217	SPEQ	GAZP	214.2500000000	6000	0.00	0.00	1285500.00
003422595423	090217	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595424	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595425	090217	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595426	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595427	090217	SPEQ	GAZP	214.2500000000	1300	0.00	0.00	278525.00
003422595428	090217	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595429	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595430	090217	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595431	090217	SPEQ	GAZP	214.2500000000	1300	0.00	0.00	278525.00
003422595432	090217	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595433	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595434	090217	SPEQ	GAZP	214.2500000000	700	0.00	0.00	149975.00
003422595435	090217	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595436	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595437	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595438	090217	SPEQ	GAZP	214.2500000000	1100	0.00	0.00	235675.00
003422595439	090217	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595440	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595441	090217	SPEQ	GAZP	214.2500000000	35300	0.00	0.00	7563025.00
003422595442	090217	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595443	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595444	090217	SPEQ	GAZP	214.2500000000	5500	0.00	0.00	1178375.00
003422595445	090217	SPEQ	GAZP	214.2500000000	4900	0.00	0.00	1049825.00
003422595446	090217	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595447	090217	SPEQ	GAZP	214.2500000000	1300	0.00	0.00	278525.00
003422595448	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595449	090217	SPEQ	GAZP	214.2500000000	129000	0.00	0.00	27638250.00
003422595450	090217	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595451	090218	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595452	090218	SPEQ	GAZP	214.2500000000	2500	0.00	0.00	535625.00
003422595453	090218	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595454	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595455	090218	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595456	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595457	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595458	090218	SPEQ	GAZP	214.2500000000	11200	0.00	0.00	2399600.00
003422595459	090218	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595460	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595461	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595462	090218	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595463	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595464	090218	SPEQ	GAZP	214.2500000000	48600	0.00	0.00	10412550.00
003422595465	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595466	090218	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595467	090218	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595468	090218	SPEQ	GAZP	214.2500000000	3300	0.00	0.00	707025.00
003422595469	090218	SPEQ	GAZP	214.2500000000	3000	0.00	0.00	642750.00
003422595470	090218	SPEQ	GAZP	214.2500000000	107700	0.00	0.00	23074725.00
003422595471	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595472	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595473	090218	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595474	090218	SPEQ	GAZP	214.2500000000	700	0.00	0.00	149975.00
003422595475	090218	SPEQ	GAZP	214.2500000000	2000	0.00	0.00	428500.00
003422595476	090218	SPEQ	GAZP	214.2500000000	1200	0.00	0.00	257100.00
003422595477	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595478	090218	SPEQ	GAZP	214.2500000000	1500	0.00	0.00	321375.00
003422595479	090218	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595480	090218	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595481	090218	SPEQ	GAZP	214.2500000000	700	0.00	0.00	149975.00
003422595482	090218	SPEQ	GAZP	214.2500000000	422700	0.00	0.00	90563475.00
003422595483	090218	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595484	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595485	090218	SPEQ	GAZP	214.2500000000	1300	0.00	0.00	278525.00
003422595486	090218	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595487	090218	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595488	090218	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595489	090218	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595490	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595491	090218	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595492	090218	SPEQ	GAZP	214.2500000000	8500	0.00	0.00	1821125.00
003422595493	090218	SPEQ	GAZP	214.2500000000	4300	0.00	0.00	921275.00
003422595494	090218	SPEQ	GAZP	214.2500000000	318100	0.00	0.00	68152925.00
003422595495	090218	SPEQ	GAZP	214.2500000000	30000	0.00	0.00	6427500.00
003422595496	090218	SPEQ	GAZP	214.2500000000	80000	0.00	0.00	17140000.00
003422595497	090218	SPEQ	GAZP	214.2500000000	392600	0.00	0.00	84114550.00
003422595498	090218	SPEQ	GAZP	214.2500000000	2500	0.00	0.00	535625.00
003422595499	090218	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595500	090218	SPEQ	GAZP	214.2500000000	6500	0.00	0.00	1392625.00
003422595501	090218	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595502	090218	SPEQ	GAZP	214.2500000000	3394500	0.00	0.00	727271625.00
003422595503	090218	SPEQ	GAZP	214.2500000000	6000	0.00	0.00	1285500.00
003422595504	090218	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595505	090218	SPEQ	GAZP	214.2500000000	20000	0.00	0.00	4285000.00
003422595506	090218	SPEQ	GAZP	214.2500000000	13000	0.00	0.00	2785250.00
003422595507	090218	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595508	090219	SPEQ	GAZP	214.2500000000	1500	0.00	0.00	321375.00
003422595509	090219	SPEQ	GAZP	214.2500000000	1700	0.00	0.00	364225.00
003422595510	090219	SPEQ	GAZP	214.2500000000	3000	0.00	0.00	642750.00
003422595511	090219	SPEQ	GAZP	214.2500000000	3000	0.00	0.00	642750.00
003422595512	090219	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595513	090219	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595514	090219	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595515	090219	SPEQ	GAZP	214.2500000000	1200	0.00	0.00	257100.00
003422595516	090219	SPEQ	GAZP	214.2500000000	1300	0.00	0.00	278525.00
003422595517	090219	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595518	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595519	090219	SPEQ	GAZP	214.2500000000	2865200	0.00	0.00	613869100.00
003422595520	090219	SPEQ	GAZP	214.2500000000	1220000	0.00	0.00	261385000.00
003422595521	090219	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595522	090219	SPEQ	GAZP	214.2500000000	4700	0.00	0.00	1006975.00
003422595523	090219	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595524	090219	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595525	090219	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595526	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595527	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595528	090219	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595529	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595530	090219	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595531	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595532	090219	SPEQ	GAZP	214.2500000000	3600	0.00	0.00	771300.00
003422595533	090219	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595534	090219	SPEQ	GAZP	214.2500000000	5500	0.00	0.00	1178375.00
003422595535	090219	SPEQ	GAZP	214.2500000000	2600	0.00	0.00	557050.00
003422595536	090219	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595537	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595538	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595539	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595540	090219	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595541	090219	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595542	090219	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595543	090219	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595544	090219	SPEQ	GAZP	214.2500000000	700	0.00	0.00	149975.00
003422595545	090219	SPEQ	GAZP	214.2500000000	1500	0.00	0.00	321375.00
003422595546	090219	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595547	090219	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595548	090219	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595549	090219	SPEQ	GAZP	214.2500000000	385100	0.00	0.00	82507675.00
003422595550	090219	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595551	090219	SPEQ	GAZP	214.2500000000	2000	0.00	0.00	428500.00
003422595552	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595553	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595554	090219	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595555	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595556	090219	SPEQ	GAZP	214.2500000000	2600	0.00	0.00	557050.00
003422595557	090219	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595558	090219	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595559	090219	SPEQ	GAZP	214.2500000000	65400	0.00	0.00	14011950.00
003422595560	090219	SPEQ	GAZP	214.2500000000	2000	0.00	0.00	428500.00
003422595561	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595562	090219	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595563	090219	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595564	090219	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595565	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595566	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595567	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595568	090219	SPEQ	GAZP	214.2500000000	11000	0.00	0.00	2356750.00
003422595569	090219	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595570	090220	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595571	090220	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595572	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595573	090220	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595574	090220	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595575	090220	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595576	090220	SPEQ	GAZP	214.2500000000	1200	0.00	0.00	257100.00
003422595577	090220	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595578	090220	SPEQ	GAZP	214.2500000000	800	0.00	0.00	171400.00
003422595579	090220	SPEQ	GAZP	214.2500000000	2800	0.00	0.00	599900.00
003422595580	090220	SPEQ	GAZP	214.2500000000	15000	0.00	0.00	3213750.00
003422595581	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595582	090220	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595583	090220	SPEQ	GAZP	214.2500000000	4200	0.00	0.00	899850.00
003422595584	090220	SPEQ	GAZP	214.2500000000	1400	0.00	0.00	299950.00
003422595585	090220	SPEQ	GAZP	214.2500000000	20000	0.00	0.00	4285000.00
003422595586	090220	SPEQ	GAZP	214.2500000000	800	0.00	0.00	171400.00
003422595587	090220	SPEQ	GAZP	214.2500000000	34200	0.00	0.00	7327350.00
003422595588	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595589	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595590	090220	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595591	090220	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595592	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595593	090220	SPEQ	GAZP	214.2500000000	8900	0.00	0.00	1906825.00
003422595594	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595595	090220	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595596	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595597	090220	SPEQ	GAZP	214.2500000000	1500	0.00	0.00	321375.00
003422595598	090220	SPEQ	GAZP	214.2500000000	5000	0.00	0.00	1071250.00
003422595599	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595600	090220	SPEQ	GAZP	214.2500000000	3000	0.00	0.00	642750.00
003422595601	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595602	090220	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595603	090220	SPEQ	GAZP	214.2500000000	6500	0.00	0.00	1392625.00
003422595604	090220	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595605	090220	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595606	090220	SPEQ	GAZP	214.2500000000	800	0.00	0.00	171400.00
003422595607	090220	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595608	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595609	090220	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595610	090220	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595611	090220	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595612	090220	SPEQ	GAZP	214.2500000000	1300	0.00	0.00	278525.00
003422595613	090220	SPEQ	GAZP	214.2500000000	5000	0.00	0.00	1071250.00
003422595614	090220	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595615	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595616	090221	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595617	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595618	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595619	090221	SPEQ	GAZP	214.2500000000	2000	0.00	0.00	428500.00
003422595620	090221	SPEQ	GAZP	214.2500000000	1200	0.00	0.00	257100.00
003422595621	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595622	090221	SPEQ	GAZP	214.2500000000	7000	0.00	0.00	1499750.00
003422595623	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595624	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595625	090221	SPEQ	GAZP	214.2500000000	500	0.00	0.00	107125.00
003422595626	090221	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595627	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595628	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595629	090221	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595630	090221	SPEQ	GAZP	214.2500000000	3200	0.00	0.00	685600.00
003422595631	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595632	090221	SPEQ	GAZP	214.2500000000	1000	0.00	0.00	214250.00
003422595633	090221	SPEQ	GAZP	214.2500000000	3700	0.00	0.00	792725.00
003422595634	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595635	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595636	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595637	090221	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595638	090221	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595639	090221	SPEQ	GAZP	214.2500000000	700	0.00	0.00	149975.00
003422595640	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595641	090221	SPEQ	GAZP	214.2500000000	409800	0.00	0.00	87799650.00
003422595642	090221	SPEQ	GAZP	214.2500000000	4000	0.00	0.00	857000.00
003422595643	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595644	090221	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595645	090221	SPEQ	GAZP	214.2500000000	4000	0.00	0.00	857000.00
003422595646	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595647	090221	SPEQ	GAZP	214.2500000000	400	0.00	0.00	85700.00
003422595648	090221	SPEQ	GAZP	214.2500000000	700	0.00	0.00	149975.00
003422595649	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595650	090221	SPEQ	GAZP	214.2500000000	300	0.00	0.00	64275.00
003422595651	090221	SPEQ	GAZP	214.2500000000	89900	0.00	0.00	19261075.00
003422595652	090221	SPEQ	GAZP	214.2500000000	1900	0.00	0.00	407075.00
003422595653	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595654	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595655	090221	SPEQ	GAZP	214.2500000000	732200	0.00	0.00	156873850.00
003422595656	090221	SPEQ	GAZP	214.2500000000	509000	0.00	0.00	109053250.00
003422595657	090221	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595658	090221	SPEQ	GAZP	214.2500000000	5000	0.00	0.00	1071250.00
003422595659	090221	SPEQ	GAZP	214.2500000000	55000	0.00	0.00	11783750.00
003422595660	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595661	090221	SPEQ	GAZP	214.2500000000	32100	0.00	0.00	6877425.00
003422595662	090221	SPEQ	GAZP	214.2500000000	100	0.00	0.00	21425.00
003422595663	090222	SPEQ	GAZP	214.2500000000	200	0.00	0.00	42850.00
003422595664	090222	SPEQ	SNGS	35.0430000000	50000	0.00	0.00	1752150.00
003422595665	090222	SPEQ	SNGS	35.0430000000	3000	0.00	0.00	105129.00
003422595666	090222	SPEQ	SNGS	35.0430000000	8000	0.00	0.00	280344.00
003422595667	090222	SPEQ	SNGS	35.0430000000	4000	0.00	0.00	140172.00
003422595668	090222	SPEQ	SNGS	35.0430000000	10000	0.00	0.00	350430.00
003422595669	090222	SPEQ	SNGS	35.0430000000	12000	0.00	0.00	420516.00
003422595670	090222	SPEQ	SNGS	35.0430000000	5000	0.00	0.00	175215.00
003422595671	090222	SPEQ	SNGS	35.0430000000	3000	0.00	0.00	105129.00
003422595672	090222	SPEQ	SNGS	35.0430000000	3000	0.00	0.00	105129.00
003422595673	090222	SPEQ	SNGS	35.0430000000	39000	0.00	0.00	1366677.00
003422595674	090222	SPEQ	SNGS	35.0430000000	100000	0.00	0.00	3504300.00
003422595675	090222	SPEQ	SNGS	35.0430000000	8000	0.00	0.00	280344.00
003422595676	090222	SPEQ	SNGS	35.0430000000	2000	0.00	0.00	70086.00
003422595677	090222	SPEQ	SNGS	35.0430000000	6000	0.00	0.00	210258.00
003422595678	090222	SPEQ	SNGS	35.0430000000	200000	0.00	0.00	7008600.00
003422595679	090222	SPEQ	SNGS	35.0430000000	8000	0.00	0.00	280344.00
003422595680	090222	SPEQ	SNGS	35.0430000000	497000	0.00	0.00	17416371.00
003422595681	090222	SPEQ	SNGS	35.0430000000	79000	0.00	0.00	2768397.00
003422595682	090222	SPEQ	SNGS	35.0430000000	70000	0.00	0.00	2453010.00
003422595683	090222	SPEQ	SNGS	35.0430000000	132000	0.00	0.00	4625676.00
003422595684	090222	SPEQ	SNGS	35.0430000000	3000	0.00	0.00	105129.00
003422595685	090222	SPEQ	SNGS	35.0430000000	8000	0.00	0.00	280344.00
003422595686	090222	SPEQ	SNGS	35.0430000000	6291000	0.00	0.00	220455513.00
003422595687	090222	SPEQ	SNGS	35.0430000000	1000	0.00	0.00	35043.00
003422595688	090222	SPEQ	SNGS	35.0430000000	97000	0.00	0.00	3399171.00
003422595689	090222	SPEQ	SNGS	35.0430000000	3000	0.00	0.00	105129.00
003422595690	090222	SPEQ	SNGS	35.0430000000	513000	0.00	0.00	17977059.00
003422595691	090222	SPEQ	SNGS	35.0430000000	10000	0.00	0.00	350430.00
003422595692	090222	SPEQ	SNGS	35.0430000000	1000	0.00	0.00	35043.00
003422595693	090222	SPEQ	SNGS	35.0430000000	5000	0.00	0.00	175215.00
003422595694	090222	SPEQ	SNGS	35.0430000000	2000	0.00	0.00	70086.00
003422595695	090222	SPEQ	SNGS	35.0430000000	1639000	0.00	0.00	57435477.00
003422595696	090222	SPEQ	SNGS	35.0430000000	5000	0.00	0.00	175215.00
003422595697	090222	SPEQ	SNGS	35.0430000000	15000	0.00	0.00	525645.00
003422595698	090222	SPEQ	SNGS	35.0430000000	881000	0.00	0.00	30872883.00
003422595699	090222	SPEQ	SNGS	35.0430000000	2107000	0.00	0.00	73835601.00
003422595700	090222	SPEQ	SNGS	35.0430000000	125000	0.00	0.00	4380375.00
003422595701	090222	SPEQ	SNGS	35.0430000000	27000	0.00	0.00	946161.00
003422595702	090222	SPEQ	SNGS	35.0430000000	4000	0.00	0.00	140172.00
003422595703	090222	SPEQ	LKOH	5146.3000000000	10	0.00	0.00	51463.00
003422595704	090222	SPEQ	LKOH	5146.3000000000	240	0.00	0.00	1235112.00
003422595705	090222	SPEQ	LKOH	5146.3000000000	20	0.00	0.00	102926.00
003422595706	090222	SPEQ	LKOH	5146.3000000000	40	0.00	0.00	205852.00
003422595707	090222	SPEQ	LKOH	5146.3000000000	10	0.00	0.00	51463.00
003422595708	090222	SPEQ	LKOH	5146.3000000000	470	0.00	0.00	2418761.00
003422595709	090222	SPEQ	LKOH	5146.3000000000	50	0.00	0.00	257315.00
003422595710	090222	SPEQ	LKOH	5146.3000000000	20	0.00	0.00	102926.00
003422595711	090223	SPEQ	LKOH	5146.3000000000	20	0.00	0.00	102926.00
003422595712	090223	SPEQ	LKOH	5146.3000000000	610	0.00	0.00	3139243.00
003422595713	090223	SPEQ	LKOH	5146.3000000000	50	0.00	0.00	257315.00
003422595714	090223	SPEQ	LKOH	5146.3000000000	20	0.00	0.00	102926.00
003422595715	090223	SPEQ	LKOH	5146.3000000000	30	0.00	0.00	154389.00
003422595716	090223	SPEQ	LKOH	5146.3000000000	2800	0.00	0.00	14409640.00
003422595717	090223	SPEQ	LKOH	5146.3000000000	30	0.00	0.00	154389.00
003422595718	090223	SPEQ	LKOH	5146.3000000000	40	0.00	0.00	205852.00
003422595719	090223	SPEQ	LKOH	5146.3000000000	10	0.00	0.00	51463.00
003422595720	090223	SPEQ	LKOH	5146.3000000000	40	0.00	0.00	205852.00
003422595721	090223	SPEQ	LKOH	5146.3000000000	10	0.00	0.00	51463.00
003422595722	090223	SPEQ	LKOH	5146.3000000000	21790	0.00	0.00	112137877.00
003422595723	090223	SPEQ	LKOH	5146.3000000000	20	0.00	0.00	102926.00
003422595724	090223	SPEQ	LKOH	5146.3000000000	50	0.00	0.00	257315.00
003422595725	090223	SPEQ	LKOH	5146.3000000000	20	0.00	0.00	102926.00
